
Found '9' columns in '/group/ctbrowngrp/2025-ccbaumler-team-tartrate/updated/final_results.csv' file
=== 20201 Unique values (of 594573 values) for column 1: contig ===
    136 GCA_963693395.1_lcl|OY856303.1_cds_CAK5456711.1_425
     30 GCF_900196175.1_lcl|NZ_FZIC01000043.1_cds_WP_000613955.1_863
     30 GCF_900196175.1_lcl|NZ_FZIC01000043.1_cds_WP_000358960.1_869
     30 GCF_900196125.1_lcl|NZ_FZIG01000032.1_cds_WP_000091945.1_4413
     30 GCF_900196055.1_lcl|NZ_FZHS01000038.1_cds_WP_001096200.1_5458
     30 GCF_900196055.1_lcl|NZ_FZHS01000038.1_cds_WP_000579833.1_5446
     30 GCF_900196055.1_lcl|NZ_FZHS01000038.1_cds_WP_000529945.1_5452
     30 GCF_900196015.1_lcl|NZ_FZHH01000071.1_cds_WP_001238914.1_4121
     30 GCF_900196015.1_lcl|NZ_FZHH01000016.1_cds_WP_000089698.1_3242
     30 GCF_900195995.1_lcl|NZ_FZIA01000066.1_cds_WP_000579833.1_1913
     30 GCF_900195855.1_lcl|NZ_FZHA01000030.1_cds_WP_001238914.1_3341
     30 GCF_900195835.1_lcl|NZ_FZGS01000041.1_cds_WP_000729185.1_3310
     30 GCF_900195835.1_lcl|NZ_FZGS01000041.1_cds_WP_000091945.1_3314
     30 GCF_900195795.1_lcl|NZ_FZGP01000052.1_cds_WP_000941212.1_2783
     30 GCF_900195795.1_lcl|NZ_FZGP01000052.1_cds_WP_000301864.1_2779
     30 GCF_900195785.1_lcl|NZ_FZGT01000008.1_cds_WP_000847559.1_2740
     30 GCF_900195775.1_lcl|NZ_FZGV01000012.1_cds_WP_000569430.1_823
     30 GCF_900195715.1_lcl|NZ_FZFO01000045.1_cds_WP_000986797.1_821
     30 GCF_900195705.1_lcl|NZ_FZFG01000037.1_cds_WP_001138117.1_3736
     30 GCF_900195695.1_lcl|NZ_FZFP01000067.1_cds_WP_000424395.1_1050
     30 GCF_900195685.1_lcl|NZ_FZGI01000011.1_cds_WP_000986797.1_5461
     30 GCF_900195645.1_lcl|NZ_FZGC01000066.1_cds_WP_001138117.1_3632
     30 GCF_900195595.1_lcl|NZ_FZFC01000059.1_cds_WP_000940121.1_3117
     30 GCF_900195595.1_lcl|NZ_FZFC01000007.1_cds_WP_000569430.1_2174
     30 GCF_900195575.1_lcl|NZ_FZGF01000041.1_cds_WP_000424395.1_5017
     30 GCF_900195575.1_lcl|NZ_FZGF01000041.1_cds_WP_000091945.1_5031
     30 GCF_900195575.1_lcl|NZ_FZGF01000041.1_cds_WP_000062611.1_5030
     30 GCF_900195575.1_lcl|NZ_FZGF01000003.1_cds_WP_000246815.1_5237
     30 GCF_900195565.1_lcl|NZ_FZEY01000058.1_cds_WP_000941212.1_4766
     30 GCF_900195565.1_lcl|NZ_FZEY01000008.1_cds_WP_000847559.1_3184
     30 GCF_900195545.1_lcl|NZ_FZFB01000068.1_cds_WP_000424395.1_731
     30 GCF_900195535.1_lcl|NZ_FZFI01000030.1_cds_WP_000941212.1_3727
     30 GCF_900195465.1_lcl|NZ_FZGB01000054.1_cds_WP_000729185.1_1819
     30 GCF_900195445.1_lcl|NZ_FZFM01000037.1_cds_WP_000091945.1_5019
     30 GCF_900195435.1_lcl|NZ_FZGH01000067.1_cds_WP_000940121.1_383
     30 GCF_900195425.1_lcl|NZ_FZFS01000069.1_cds_WP_001096200.1_1603
     30 GCF_900195425.1_lcl|NZ_FZFS01000069.1_cds_WP_000729185.1_1604
     30 GCF_900195375.1_lcl|NZ_FZFJ01000009.1_cds_WP_000246815.1_2487
     30 GCF_900195375.1_lcl|NZ_FZFJ01000005.1_cds_WP_000847559.1_3670
     30 GCF_900195375.1_lcl|NZ_FZFJ01000005.1_cds_WP_000089698.1_3728
     30 GCF_900195345.1_lcl|NZ_FZEX01000065.1_cds_WP_001029684.1_3204
     30 GCF_900195335.1_lcl|NZ_FZFR01000186.1_cds_WP_000847559.1_4940
     30 GCF_900195335.1_lcl|NZ_FZFR01000062.1_cds_WP_001207201.1_4103
     30 GCF_900195325.1_lcl|NZ_FZFZ01000067.1_cds_WP_000091945.1_491
     30 GCF_900169875.1_lcl|NZ_FWDX01000013.1_cds_WP_000829818.1_1824
     30 GCF_900166955.1_lcl|NZ_LT795502.1_cds_WP_001181004.1_420
     30 GCF_900166845.1_lcl|NZ_FUVS01000059.1_cds_WP_000941212.1_3906
     30 GCF_900166845.1_lcl|NZ_FUVS01000059.1_cds_WP_000424395.1_3912
     30 GCF_900166825.1_lcl|NZ_FUVW01000141.1_cds_WP_001029684.1_2758
     30 GCF_900166735.1_lcl|NZ_FUVV01000001.1_cds_WP_000847559.1_4881
     30 GCF_900163945.1_lcl|NZ_FUKY01000170.1_cds_WP_000941212.1_861
     30 GCF_900160335.1_lcl|NZ_FUDA01000058.1_cds_WP_000941212.1_2955
     30 GCF_900159325.1_lcl|NZ_FTZC01000003.1_cds_WP_000246815.1_598
     30 GCF_900159225.1_lcl|NZ_FTYR01000054.1_cds_WP_000062611.1_3334
     30 GCF_900158985.1_lcl|NZ_FTXS01000004.1_cds_WP_001138043.1_1869
     30 GCF_900157855.1_lcl|NZ_FTTH01000028.1_cds_WP_001138043.1_1860
     30 GCF_900157575.1_lcl|NZ_FTSK01000044.1_cds_WP_000569430.1_109
     30 GCF_900156555.1_lcl|NZ_FUEI01000132.1_cds_WP_000940121.1_672
     30 GCF_900130215.1_lcl|NZ_FQYH01000179.1_cds_WP_001085926.1_3904
     30 GCF_900130175.1_lcl|NZ_FQYC01000413.1_cds_WP_001207201.1_17
     30 GCF_900130175.1_lcl|NZ_FQYC01000183.1_cds_WP_000613955.1_82
     30 GCF_900094025.1_lcl|NZ_FLYY01000019.1_cds_WP_001338644.1_762
     30 GCF_900094025.1_lcl|NZ_FLYY01000003.1_cds_WP_000569430.1_2102
     30 GCF_900093995.1_lcl|NZ_FLZJ01000031.1_cds_WP_000613955.1_2378
     30 GCF_900093995.1_lcl|NZ_FLZJ01000008.1_cds_WP_000018596.1_4050
     30 GCF_900093985.1_lcl|NZ_FLYV01000008.1_cds_WP_000089698.1_2475
     30 GCF_900093975.1_lcl|NZ_FLYU01000005.1_cds_WP_000246882.1_2958
     30 GCF_900093875.1_lcl|NZ_FLYX01000051.1_cds_WP_001085926.1_683
     30 GCF_900092615.1_lcl|NZ_LT601384.1_cds_WP_000940121.1_3640
     30 GCF_900087775.1_lcl|NZ_FLKT01000057.1_cds_WP_001096684.1_3356
     30 GCF_900044035.1_lcl|NZ_FCPF01000066.1_cds_WP_001238914.1_4248
     30 GCF_900044035.1_lcl|NZ_FCPF01000066.1_cds_WP_000358960.1_4251
     30 GCF_900042785.1_lcl|NZ_FCPB01000030.1_cds_WP_000579833.1_4549
     30 GCF_900039545.1_lcl|NZ_FCPA01000037.1_cds_WP_000424395.1_3980
     30 GCF_900016085.1_lcl|NZ_FBUX01000054.1_cds_WP_001085926.1_2477
     30 GCF_900015895.1_lcl|NZ_FAWD01000212.1_cds_WP_001207201.1_4884
     30 GCF_900015795.1_lcl|NZ_FAWM01000131.1_cds_WP_001029684.1_1385
     30 GCF_041806975.1_lcl|NZ_JBGUBN010000038.1_cds_WP_001096200.1_4242
     30 GCF_041806975.1_lcl|NZ_JBGUBN010000038.1_cds_WP_000090775.1_4252
     30 GCF_041806975.1_lcl|NZ_JBGUBN010000005.1_cds_WP_000246882.1_1098
     30 GCF_041727595.1_lcl|NZ_JBGRSH010000022.1_cds_WP_000091945.1_4373
     30 GCF_041727595.1_lcl|NZ_JBGRSH010000022.1_cds_WP_000090775.1_4380
     30 GCF_041727495.1_lcl|NZ_JBGRRX010000003.1_cds_WP_000447529.1_1333
     30 GCF_041727175.1_lcl|NZ_JBGRRJ010000030.1_cds_WP_000447529.1_4613
     30 GCF_041727075.1_lcl|NZ_JBGRRE010000007.1_cds_WP_000246882.1_2145
     30 GCF_041727075.1_lcl|NZ_JBGRRE010000001.1_cds_WP_000729185.1_474
     30 GCF_041727015.1_lcl|NZ_JBGRQY010000003.1_cds_WP_001096200.1_1862
     30 GCF_041727015.1_lcl|NZ_JBGRQY010000003.1_cds_WP_000091945.1_1859
     30 GCF_041698775.1_lcl|NZ_JBGRCP010000004.1_cds_WP_000089698.1_1474
     30 GCF_041698415.1_lcl|NZ_JBGRBH010000066.1_cds_WP_001181004.1_4143
     30 GCF_041698335.1_lcl|NZ_JBGRBL010000011.1_cds_WP_000246815.1_317
     30 GCF_041698275.1_lcl|NZ_JBGRAV010000060.1_cds_WP_000062611.1_3874
     30 GCF_041698275.1_lcl|NZ_JBGRAV010000053.1_cds_WP_001207201.1_3561
     30 GCF_041698275.1_lcl|NZ_JBGRAV010000016.1_cds_WP_001138043.1_1007
     30 GCF_041698215.1_lcl|NZ_JBGRAT010000008.1_cds_WP_001138043.1_4705
     30 GCF_041698195.1_lcl|NZ_JBGRAU010000060.1_cds_WP_000941212.1_3854
     30 GCF_041698195.1_lcl|NZ_JBGRAU010000003.1_cds_WP_000847559.1_2893
     30 GCF_041679525.1_lcl|NZ_JBEGCX010000002.1_cds_WP_000569430.1_1473
     30 GCF_041679505.1_lcl|NZ_JBEJGT010000003.1_cds_WP_000579833.1_1120
     30 GCF_041679465.1_lcl|NZ_JBEGCU010000025.1_cds_WP_000986797.1_2959
     30 GCF_041679445.1_lcl|NZ_JBEGCV010000035.1_cds_WP_000062611.1_3876
     30 GCF_041679425.1_lcl|NZ_JBEGCT010000006.1_cds_WP_000424395.1_1104
     30 GCF_041679405.1_lcl|NZ_JBEFLH010000006.1_cds_WP_000089698.1_878
     30 GCF_041416035.1_lcl|NZ_JBFLAE010000032.1_cds_WP_000940121.1_2928
     30 GCF_041383225.1_lcl|NZ_JBGFIO010000063.1_cds_WP_001207201.1_4046
     30 GCF_041383225.1_lcl|NZ_JBGFIO010000035.1_cds_WP_000613955.1_2711
     30 GCF_041383175.1_lcl|NZ_JBGFIM010000007.1_cds_WP_000569430.1_4434
     30 GCF_041383055.1_lcl|NZ_JBGFID010000008.1_cds_WP_000246882.1_4162
     30 GCF_041383055.1_lcl|NZ_JBGFID010000002.1_cds_WP_000829818.1_1861
     30 GCF_041382985.1_lcl|NZ_JBGFIA010000037.1_cds_WP_000940121.1_2685
     30 GCF_041382515.1_lcl|NZ_JBGFHJ010000028.1_cds_WP_001096684.1_4930
     30 GCF_041382515.1_lcl|NZ_JBGFHJ010000023.1_cds_WP_000579833.1_4746
     30 GCF_041382515.1_lcl|NZ_JBGFHJ010000023.1_cds_WP_000358960.1_4730
     30 GCF_041382475.1_lcl|NZ_JBGFHI010000047.1_cds_WP_000529945.1_4289
     30 GCF_041320225.1_lcl|NZ_CP101005.1_cds_WP_001138117.1_411
     30 GCF_041320225.1_lcl|NZ_CP101005.1_cds_WP_001096200.1_419
     30 GCF_041320225.1_lcl|NZ_CP101005.1_cds_WP_000358960.1_423
     30 GCF_041320225.1_lcl|NZ_CP101005.1_cds_WP_000246815.1_384
     30 GCF_041320195.1_lcl|NZ_CP100994.1_cds_WP_001096200.1_392
     30 GCF_041320195.1_lcl|NZ_CP100994.1_cds_WP_000613955.1_390
     30 GCF_041320185.1_lcl|NZ_CP100987.1_cds_WP_000729185.1_398
     30 GCF_041320185.1_lcl|NZ_CP100987.1_cds_WP_000579833.1_387
     30 GCF_041320185.1_lcl|NZ_CP100987.1_cds_WP_000569430.1_3804
     30 GCF_041320035.1_lcl|NZ_CP100930.1_cds_WP_001338644.1_4411
     30 GCF_041320035.1_lcl|NZ_CP100930.1_cds_WP_001238914.1_414
     30 GCF_041320025.1_lcl|NZ_CP100927.1_cds_WP_001238914.1_418
     30 GCF_041320025.1_lcl|NZ_CP100927.1_cds_WP_000018596.1_2198
     30 GCF_041316845.1_lcl|NZ_CP100895.1_cds_WP_001238914.1_438
     30 GCF_041316455.1_lcl|NZ_CP100879.1_cds_WP_001085926.1_4087
     30 GCF_041316455.1_lcl|NZ_CP100879.1_cds_WP_000246882.1_3526
     30 GCF_041316285.1_lcl|NZ_CP100876.1_cds_WP_001338644.1_4559
     30 GCF_041316285.1_lcl|NZ_CP100876.1_cds_WP_000722957.1_679
     30 GCF_041233395.1_lcl|NZ_CP158140.1_cds_WP_000246882.1_4027
     30 GCF_041228135.1_lcl|NZ_JBGFDN010000009.1_cds_WP_000941212.1_2997
     30 GCF_041228135.1_lcl|NZ_JBGFDN010000009.1_cds_WP_000062611.1_3004
     30 GCF_041228035.1_lcl|NZ_JBGFED010000004.1_cds_WP_001238914.1_827
     30 GCF_041228035.1_lcl|NZ_JBGFED010000004.1_cds_WP_001029684.1_823
     30 GCF_041227745.1_lcl|NZ_JBGFEX010000001.1_cds_WP_001338644.1_3281
     30 GCF_041227745.1_lcl|NZ_JBGFEX010000001.1_cds_WP_000091945.1_3794
     30 GCF_041227305.1_lcl|NZ_JBGFDR010000002.1_cds_WP_001138043.1_3690
     30 GCF_041227305.1_lcl|NZ_JBGFDR010000002.1_cds_WP_000729185.1_3672
     30 GCF_041227245.1_lcl|NZ_JBGFEJ010000005.1_cds_WP_000986797.1_3858
     30 GCF_041227245.1_lcl|NZ_JBGFEJ010000005.1_cds_WP_000847559.1_4026
     30 GCF_041084605.1_lcl|NZ_JBCEXZ010000041.1_cds_WP_001238914.1_3391
     30 GCF_041084605.1_lcl|NZ_JBCEXZ010000005.1_cds_WP_000246882.1_4426
     30 GCF_041084325.1_lcl|NZ_JBCEXU010000056.1_cds_WP_000613955.1_3576
     30 GCF_041079325.1_lcl|NZ_JBFYGC010000039.1_cds_WP_000579833.1_3592
     30 GCF_041078615.1_lcl|NZ_JBFYDR010000014.1_cds_WP_000729185.1_661
     30 GCF_041025065.1_lcl|NZ_JBFSZA010000001.1_cds_WP_000246815.1_288
     30 GCF_041025065.1_lcl|NZ_JBFSZA010000001.1_cds_WP_000091945.1_325
     30 GCF_041021585.1_lcl|NZ_JBFDAK010000076.1_cds_WP_000424395.1_3150
     30 GCF_041020275.1_lcl|NZ_JBEJHA010000009.1_cds_WP_000569430.1_2468
     30 GCF_041020275.1_lcl|NZ_JBEJHA010000007.1_cds_WP_000829818.1_2016
     30 GCF_041020265.1_lcl|NZ_JBEJGZ010000474.1_cds_WP_000018596.1_4874
     30 GCF_041008375.1_lcl|NZ_JBBMYF010000036.1_cds_WP_000579833.1_3053
     30 GCF_041004245.1_lcl|NZ_CP163042.1_cds_WP_000569430.1_3628
     30 GCF_041003625.1_lcl|NZ_CP162987.1_cds_WP_000569430.1_3840
     30 GCF_040981715.1_lcl|NZ_JAMHDX010000057.1_cds_WP_001085926.1_3661
     30 GCF_040940085.1_lcl|NZ_JBFQDZ010000026.1_cds_WP_001238914.1_2408
     30 GCF_040940085.1_lcl|NZ_JBFQDZ010000026.1_cds_WP_000062611.1_2413
     30 GCF_040940005.1_lcl|NZ_JBFQDV010000004.1_cds_WP_000089698.1_3409
     30 GCF_040939965.1_lcl|NZ_JBFQDS010000009.1_cds_WP_001138043.1_4646
     30 GCF_040939915.1_lcl|NZ_JBFQDT010000009.1_cds_WP_000246882.1_4359
     30 GCF_040939905.1_lcl|NZ_JBFQDQ010000019.1_cds_WP_000613955.1_1568
     30 GCF_040934005.1_lcl|NZ_JBFRBP010000034.1_cds_WP_001207201.1_4426
     30 GCF_040933575.1_lcl|NZ_JBFRAI010000038.1_cds_WP_001096200.1_2511
     30 GCF_040933575.1_lcl|NZ_JBFRAI010000038.1_cds_WP_000424395.1_2522
     30 GCF_040933355.1_lcl|NZ_JBFQZZ010000035.1_cds_WP_000941212.1_4369
     30 GCF_040933195.1_lcl|NZ_JBFQZT010000038.1_cds_WP_000447529.1_4207
     30 GCF_040933085.1_lcl|NZ_JBFQZN010000033.1_cds_WP_000941212.1_3690
     30 GCF_040933085.1_lcl|NZ_JBFQZN010000033.1_cds_WP_000729185.1_3694
     30 GCF_040933045.1_lcl|NZ_JBFQZL010000003.1_cds_WP_000089698.1_384
     30 GCF_040932885.1_lcl|NZ_JBFQZF010000030.1_cds_WP_000579833.1_4460
     30 GCF_040932885.1_lcl|NZ_JBFQZF010000013.1_cds_WP_000986797.1_2964
     30 GCF_040932725.1_lcl|NZ_JBFQYV010000021.1_cds_WP_000246882.1_2844
     30 GCF_040932685.1_lcl|NZ_JBFQYT010000035.1_cds_WP_000613955.1_4534
     30 GCF_040931675.1_lcl|NZ_CP162406.1_cds_WP_001096200.1_430
     30 GCF_040930125.1_lcl|NZ_JBCJFI010000097.1_cds_WP_000613955.1_3027
     30 GCF_040930125.1_lcl|NZ_JBCJFI010000039.1_cds_WP_001207201.1_1794
     30 GCF_040930125.1_lcl|NZ_JBCJFI010000039.1_cds_WP_001085926.1_1792
     30 GCF_040812695.1_lcl|NZ_JBFOAQ010000002.1_cds_WP_000940121.1_1187
     30 GCF_040721735.1_lcl|NZ_JAWRVS010000005.1_cds_WP_000018596.1_1663
     30 GCF_040721735.1_lcl|NZ_JAWRVS010000002.1_cds_WP_000722957.1_787
     30 GCF_040713335.1_lcl|NZ_JALMOW010000041.1_cds_WP_001238914.1_3616
     30 GCF_040713335.1_lcl|NZ_JALMOW010000025.1_cds_WP_001338644.1_2343
     30 GCF_040423045.1_lcl|NZ_JALFZS010000014.1_cds_WP_000018596.1_1813
     30 GCF_040352075.1_lcl|NZ_JBERBO010000087.1_cds_WP_001238914.1_3159
     30 GCF_040195405.1_lcl|NZ_JBEGCL010000179.1_cds_WP_000940121.1_850
     30 GCF_040141265.1_lcl|NZ_JBEEYD010000062.1_cds_WP_000940121.1_3658
     30 GCF_040141205.1_lcl|NZ_JBEEXY010000023.1_cds_WP_001338644.1_3000
     30 GCF_040139385.1_lcl|NZ_JBEEUM010000003.1_cds_WP_000986797.1_923
     30 GCF_040048815.1_lcl|NZ_JAQFLH010000037.1_cds_WP_001238914.1_3982
     30 GCF_039682355.1_lcl|NZ_JBDKOF010000004.1_cds_WP_000018596.1_906
     30 GCF_039681935.1_lcl|NZ_JBDKOZ010000007.1_cds_WP_000986797.1_1280
     30 GCF_039681935.1_lcl|NZ_JBDKOZ010000006.1_cds_WP_000089698.1_1109
     30 GCF_039619355.1_lcl|NZ_CP154880.1_cds_WP_001238914.1_416
     30 GCF_039619355.1_lcl|NZ_CP154880.1_cds_WP_000140327.1_2758
     30 GCF_039058955.1_lcl|NZ_JBCHMB010000075.1_cds_WP_001238914.1_1739
     30 GCF_039058925.1_lcl|NZ_JBCHMA010000037.1_cds_WP_000940121.1_4050
     30 GCF_039058925.1_lcl|NZ_JBCHMA010000006.1_cds_WP_000018596.1_1037
     30 GCF_039058925.1_lcl|NZ_JBCHMA010000005.1_cds_WP_000986797.1_972
     30 GCF_038435445.1_lcl|NZ_JARMYG010000034.1_cds_WP_000940121.1_3487
     30 GCF_038435365.1_lcl|NZ_JARMYA010000003.1_cds_WP_000018596.1_591
     30 GCF_037631845.1_lcl|NZ_JBBGHI010000017.1_cds_WP_000018596.1_1255
     30 GCF_037482115.1_lcl|NZ_CP148034.1_cds_WP_001338644.1_1769
     30 GCF_037286735.1_lcl|NZ_JAXBTV010000001.1_cds_WP_000018596.1_569
     30 GCF_037283055.1_lcl|NZ_JAXBSI010000001.1_cds_WP_000986797.1_1363
     30 GCF_037282485.1_lcl|NZ_JAXBRV010000006.1_cds_WP_000986797.1_4283
     30 GCF_037282175.1_lcl|NZ_JAXBRO010000003.1_cds_WP_000722957.1_2904
     30 GCF_037167455.1_lcl|NZ_JBANNF010000009.1_cds_WP_000089698.1_1317
     30 GCF_037153895.1_lcl|NZ_JBBBSJ010000001.1_cds_WP_000018596.1_303
     30 GCF_037153455.1_lcl|NZ_JBBBRL010000004.1_cds_WP_000018596.1_678
     30 GCF_037105195.1_lcl|NZ_JAGIUM010000032.1_cds_WP_001338644.1_3492
     30 GCF_037094525.1_lcl|NZ_CP146654.1_cds_WP_000986797.1_641
     30 GCF_037005125.1_lcl|NZ_JASMVP010000023.1_cds_WP_001338644.1_3667
     30 GCF_036918835.1_lcl|NZ_JAYKWE010000003.1_cds_WP_000722957.1_1025
     30 GCF_036903695.1_lcl|NZ_JAKGPJ010000025.1_cds_WP_000940121.1_1028
     30 GCF_036881295.1_lcl|NZ_JBAJZP010000001.1_cds_WP_000018596.1_257
     30 GCF_036881145.1_lcl|NZ_JBAKAF010000002.1_cds_WP_000722957.1_1614
     30 GCF_036697655.1_lcl|NZ_JBAHZO010000039.1_cds_WP_000940121.1_3032
     30 GCF_036576575.1_lcl|NZ_JAVIAT010000005.1_cds_WP_000986797.1_1473
     30 GCF_036576575.1_lcl|NZ_JAVIAT010000001.1_cds_WP_000018596.1_143
     30 GCF_036506815.1_lcl|NZ_AP027865.1_cds_WP_000089698.1_530
     30 GCF_036505315.1_lcl|NZ_AP027813.1_cds_WP_000940121.1_409
     30 GCF_036503635.1_lcl|NZ_AP027759.1_cds_WP_000940121.1_407
     30 GCF_036503635.1_lcl|NZ_AP027759.1_cds_WP_000722957.1_642
     30 GCF_036502125.1_lcl|NZ_AP027704.1_cds_WP_000940121.1_435
     30 GCF_036496705.1_lcl|NZ_AP027537.1_cds_WP_000089698.1_2376
     30 GCF_036496485.1_lcl|NZ_AP027532.1_cds_WP_000940121.1_3796
     30 GCF_036314325.1_lcl|NZ_JAVRHF010000199.1_cds_WP_000940121.1_1025
     30 GCF_036282145.1_lcl|NZ_JAWLNW010000042.1_cds_WP_000940121.1_2915
     30 GCF_036247905.1_lcl|NZ_BLBX01000025.1_cds_WP_000089698.1_736
     30 GCF_036247165.1_lcl|NZ_BLDJ01000015.1_cds_WP_000940121.1_438
     30 GCF_036038585.1_lcl|NZ_JAYXDA010000077.1_cds_WP_000940121.1_3853
     30 GCF_035831735.1_lcl|NZ_JAYMMW010000005.1_cds_WP_000018596.1_1047
     30 GCF_035831655.1_lcl|NZ_JAYMNA010000001.1_cds_WP_000986797.1_205
     30 GCF_035666355.1_lcl|NZ_CP142044.1_cds_WP_001238914.1_414
     30 GCF_034719175.1_lcl|NZ_JAXMRW010000049.1_cds_WP_000940121.1_3359
     30 GCF_034422715.1_lcl|NZ_CP139808.1_cds_WP_000986797.1_3160
     30 GCF_034119765.1_lcl|NZ_CP139339.1_cds_WP_000089698.1_567
     30 GCF_033843525.1_lcl|NZ_JAWXVT010000001.1_cds_WP_000940121.1_420
     30 GCF_033843445.1_lcl|NZ_JAWXRF010000003.1_cds_WP_000018596.1_358
     30 GCF_033439065.1_lcl|NZ_CP137737.1_cds_WP_000018596.1_2334
     30 GCF_033345055.1_lcl|NZ_JAWPOZ010000021.1_cds_WP_000018596.1_4739
     30 GCF_033344125.1_lcl|NZ_JAWPHN010000001.1_cds_WP_000018596.1_1434
     30 GCF_032998425.1_lcl|NZ_CP107281.1_cds_WP_000940121.1_3441
     30 GCF_032646845.1_lcl|NZ_JAOQHV010000050.1_cds_WP_000722957.1_4178
     30 GCF_032382315.1_lcl|NZ_CP135671.1_cds_WP_000940121.1_497
     30 GCF_032359845.1_lcl|NZ_JAVTVM010000025.1_cds_WP_000089698.1_3443
     30 GCF_032143895.1_lcl|NZ_JAVSRG010000042.1_cds_WP_001238914.1_4029
     30 GCF_031825155.1_lcl|NZ_JAVLGV010000001.1_cds_WP_000018596.1_314
     30 GCF_031702245.1_lcl|NZ_JASNHD010000062.1_cds_WP_001138117.1_4033
     30 GCF_031665295.1_lcl|NZ_JARKNH010000001.1_cds_WP_000986797.1_4015
     30 GCF_031630515.1_lcl|NZ_JAPKJG010000005.1_cds_WP_000246882.1_551
     30 GCF_031451915.1_lcl|NZ_JANIDP010000041.1_cds_WP_000940121.1_3244
     30 GCF_031451915.1_lcl|NZ_JANIDP010000001.1_cds_WP_000089698.1_1519
     30 GCF_031119015.1_lcl|NZ_JAVHZR010000001.1_cds_WP_000246882.1_23
     30 GCF_031118945.1_lcl|NZ_JAVHZS010000001.1_cds_WP_001138117.1_3948
     30 GCF_030511165.1_lcl|NZ_JAUKYX010000039.1_cds_WP_001238914.1_3381
     30 GCF_030510285.1_lcl|NZ_JAUKXF010000008.1_cds_WP_000986797.1_4275
     30 GCF_030486325.1_lcl|NZ_JAUJUF010000001.1_cds_WP_000018596.1_260
     29 GCF_964259915.1_lcl|NZ_CAXVLM010000002.1_cds_WP_000613955.1_1098
     29 GCF_964056585.1_lcl|NZ_OZ043945.1_cds_WP_000447529.1_406
     29 GCF_964054695.1_lcl|NZ_OZ040973.1_cds_WP_001096200.1_410
     29 GCF_964054185.1_lcl|NZ_CAXKNA010000001.1_cds_WP_001207201.1_4535
     29 GCF_964051595.1_lcl|NZ_OZ040555.1_cds_WP_001096200.1_466
     29 GCF_964049805.1_lcl|NZ_OZ040331.1_cds_WP_000090775.1_423
     29 GCF_964048515.1_lcl|NZ_OZ040091.1_cds_WP_001138043.1_380
     29 GCF_964048405.1_lcl|NZ_CAXJZX010000012.1_cds_WP_001138043.1_3070
     29 GCF_964048405.1_lcl|NZ_CAXJZX010000012.1_cds_WP_000529945.1_3097
     29 GCF_964046665.1_lcl|NZ_OZ039818.1_cds_WP_001096200.1_472
     29 GCF_964046665.1_lcl|NZ_OZ039818.1_cds_WP_000847559.1_550
     29 GCF_964046665.1_lcl|NZ_OZ039818.1_cds_WP_000062611.1_474
     29 GCF_964044565.1_lcl|NZ_CAXJQX010000001.1_cds_WP_000358960.1_417
     29 GCF_964043835.1_lcl|NZ_CAXJOZ010000001.1_cds_WP_001138043.1_433
     29 GCF_964043075.1_lcl|NZ_CAXJNT010000001.1_cds_WP_001138043.1_377
     29 GCF_964042305.1_lcl|NZ_CAXJLF010000001.1_cds_WP_000847559.1_546
     29 GCF_964042305.1_lcl|NZ_CAXJLF010000001.1_cds_WP_000358960.1_473
     29 GCF_964042305.1_lcl|NZ_CAXJLF010000001.1_cds_WP_000090775.1_479
     29 GCF_964041635.1_lcl|NZ_CAXJJM010000001.1_cds_WP_001096200.1_472
     29 GCF_964041635.1_lcl|NZ_CAXJJM010000001.1_cds_WP_000447529.1_465
     29 GCF_964037265.1_lcl|NZ_CAXJAA010000001.1_cds_WP_000847559.1_488
     29 GCF_964021235.1_lcl|NZ_CAXHYP010000001.1_cds_WP_001207201.1_4382
     29 GCF_964021235.1_lcl|NZ_CAXHYP010000001.1_cds_WP_001138043.1_374
     29 GCF_964020045.1_lcl|NZ_CAXHUF010000001.1_cds_WP_000529945.1_2566
     29 GCF_963924365.1_lcl|NZ_CAWUPO010000037.1_cds_WP_000613955.1_4444
     29 GCF_963681065.1_lcl|NZ_CAVMGV010000006.1_cds_WP_001138043.1_1797
     29 GCF_963680915.1_lcl|NZ_CAVMGJ010000030.1_cds_WP_000829818.1_3264
     29 GCF_963680905.1_lcl|NZ_CAVMGI010000011.1_cds_WP_000847559.1_2798
     29 GCF_963679775.1_lcl|NZ_CAVMFD010000034.1_cds_WP_000940121.1_3810
     29 GCF_963679775.1_lcl|NZ_CAVMFD010000034.1_cds_WP_000613955.1_3817
     29 GCF_963679775.1_lcl|NZ_CAVMFD010000003.1_cds_WP_000246882.1_765
     29 GCF_963679625.1_lcl|NZ_CAVMFA010000096.1_cds_WP_000424395.1_3205
     29 GCF_963679625.1_lcl|NZ_CAVMFA010000005.1_cds_WP_000569430.1_356
     29 GCF_963679625.1_lcl|NZ_CAVMFA010000002.1_cds_WP_000246815.1_175
     29 GCF_963679345.1_lcl|NZ_CAVMDO010000069.1_cds_WP_000424395.1_4108
     29 GCF_963679345.1_lcl|NZ_CAVMDO010000069.1_cds_WP_000358960.1_4093
     29 GCF_963679345.1_lcl|NZ_CAVMDO010000059.1_cds_WP_001207201.1_3758
     29 GCF_963679345.1_lcl|NZ_CAVMDO010000059.1_cds_WP_001096684.1_3757
